5941,864512134356,NULL,NULL,440,440,0,matched,1,1651,02/02/2026 11:30,NULL,46,260110-01476nannan34-1,440
5942,864517425144,NULL,NULL,2990,2990,0,matched,1,1651,02/02/2026 11:30,NULL,46,260112-01834pied3-1,2990
5943,864511129333,NULL,NULL,1270,1270,0,matched,1,1651,02/02/2026 11:30,NULL,46,260113-02185opor0a-1,1270
5944,864511754912,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260109-01349aor1zr-1,880
5945,864519313405,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260113-02199kunyingaj-1,880
5946,864518959651,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260113-01968ffff8-1,880
5947,864521939842,NULL,NULL,1200,1200,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02365taew1jy-1,1200
5948,864517553616,NULL,NULL,1440,1440,0,matched,1,1651,02/02/2026 11:30,NULL,46,260112-01703tai5s-1,1440
5949,864520936786,NULL,NULL,540,540,0,matched,1,1651,02/02/2026 11:30,NULL,46,260107-00975fon1d2-1,540
5950,864516891044,NULL,NULL,780,780,0,matched,1,1651,02/02/2026 11:30,NULL,46,260112-01745gofom-1,780
5951,864521657731,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260113-02158gggq2-1,880
5952,864517828296,NULL,NULL,780,780,0,matched,1,1651,02/02/2026 11:30,NULL,46,260114-02283pinpin3n-1,780
5953,864517034345,NULL,NULL,490,490,0,matched,1,1651,02/02/2026 11:30,NULL,46,260114-02262pinpin2k-1,490
5954,864520970935,NULL,NULL,490,490,0,matched,1,1651,02/02/2026 11:30,NULL,46,260114-02330aor1d7-1,490
5955,864521280663,NULL,NULL,560,560,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02425taew1bt-1,560
5956,864515191746,NULL,NULL,1150,1150,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02530min5r-1,1150
5957,864516401210,NULL,NULL,540,540,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02529gofnh-1,540
5958,864519578812,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02508taew196-1,880
5959,864523991995,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02433taew122-1,880
5960,864511621993,NULL,NULL,980,980,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02594pinpin98-1,980
5961,864523844520,NULL,NULL,290,290,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02589aor1yi-1,290
5962,864519296126,NULL,NULL,560,560,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02559oporl9-1,560
5963,864521151266,NULL,NULL,1470,1470,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02497noio4-1,1470
5964,864522212444,NULL,NULL,330,330,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02511taew1oj-1,330
5965,864523536704,NULL,NULL,1080,1080,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02618nannan77-1,1080
5966,864519072690,NULL,NULL,490,490,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02646pinpin2g-1,490
5967,864523183882,NULL,NULL,490,490,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02579mind92-1,490
5968,864511986074,NULL,NULL,1080,1080,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02599nannanz9-1,1080
5969,864523073551,NULL,NULL,490,490,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02553aor1ao-1,490
5970,864523911882,NULL,NULL,290,290,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02578oporhm-1,290
5971,864522806335,NULL,NULL,560,560,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02442pinpin5i-1,560
5972,864504850160,NULL,NULL,540,540,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02479taew1t1-1,540
5973,864523452645,NULL,NULL,490,490,0,matched,1,1651,02/02/2026 11:30,NULL,46,260115-02485taew1aw-1,490
5974,864523021191,NULL,NULL,490,490,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02607nannanes-1,490
5975,864523575392,NULL,NULL,330,330,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02869nannand7-1,330
5976,864522054550,NULL,NULL,4650,4650,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02698nutmz-1,4650
5977,864524477611,NULL,NULL,5250,5250,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02668tai1dd-1,5250
5978,864519453361,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02867nannanps-1,880
5979,864514212936,NULL,NULL,1080,1080,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02847pinpinfz-1,1080
5980,864523664255,NULL,NULL,1080,1080,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02811aor1e8-1,1080
5981,864524793171,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02775oporq9-1,880
5982,864523430573,NULL,NULL,980,980,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02681nannanzf-1,980
5983,864523722311,NULL,NULL,1080,1080,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02885taew12a-1,1080
5984,864522665532,NULL,NULL,2200,2200,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02864eng5x-1,2200
5985,864522902633,NULL,NULL,1080,1080,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02843taew1h2-1,1080
5986,864518646025,NULL,NULL,1570,1570,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02778nutkx-1,1570
5987,864523412395,NULL,NULL,1270,1270,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02735viv9g-1,1270
5988,864516318260,NULL,NULL,980,980,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02801aor1jk-1,980
5989,864522302070,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02749min7c-1,880
5990,864524622500,NULL,NULL,2200,2200,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02738chava-1,2200
5991,864519350085,NULL,NULL,1180,1180,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02777fon11c-1,1180
5992,864524211655,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02848pinpinmf-1,880
5993,864524838531,NULL,NULL,1080,1080,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02792kunyingno-1,1080
5994,864519484496,NULL,NULL,810,810,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02798aor1iv-1,810
5995,864515677303,NULL,NULL,1025,1025,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02663fff6n-1,1025
5996,864519901464,NULL,NULL,980,980,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02836oporft-1,980
5997,864520420573,NULL,NULL,880,880,0,matched,1,1651,02/02/2026 11:30,NULL,46,260117-02855fff4r-1,880
5998,864524355995,NULL,NULL,2070,2070,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02783aor1pq-1,2070
5999,864521675614,NULL,NULL,980,980,0,matched,1,1651,02/02/2026 11:30,NULL,46,260116-02762mind6q-1,980
